ATSC1c,ATSC4c,ATSC7c,ATSC2v,ATSC1se,ATSC1pe,ATSC1are,ATSC1p,AATSC7dv,AATSC2Z,AATSC3Z,AATSC6Z,AATSC2v,SM1_Dzv,SM1_Dzp,MINssCH2,MINsssCH,MINdssC,ETA_dBeta,FilterItLogS
-0.977010828,-0.698232958,-1.33265784,-1503.949603,-0.693153038,-0.704690708,-1.265539101,-6.765046314,-0.064914657,-0.17148384,-0.203673095,0.38942905,-6.16372788,-3.353701578,-8.636591029,-0.488408989,-1.063826698,-0.504466301,-21,-11.25489446
-0.97395844,-0.670265012,-1.273223879,-1929.228196,-0.653769074,-0.653109078,-1.209312211,-6.777848419,0.02294274,-0.268006595,-0.058284761,0.432524383,-6.890100699,-3.353701578,-8.636591029,-0.460945153,-1.030902955,-0.447697496,-26,-14.88458001
-0.974921035,-0.669411153,-1.275199466,-1862.166621,-0.660199352,-0.662356293,-1.219116016,-6.774910205,-0.02851986,-0.257185219,-0.080503609,0.409553571,-6.796228545,-3.353701578,-8.636591029,-0.464218467,-1.034586184,-0.452470739,-25,-14.16823927
-0.974921022,-0.669330838,-1.273976747,-1862.166621,-0.660199352,-0.662356293,-1.219116016,-6.774910205,-0.02851986,-0.257185219,-0.080503609,0.409553571,-6.796228545,-3.353701578,-8.636591029,-0.465364739,-1.035999504,-0.448139599,-25,-14.16823927
-0.975855631,-0.669202783,-1.300201004,-1795.086981,-0.666815659,-0.671877599,-1.229207712,-6.77193759,-0.051117204,-0.246440383,-0.106602079,0.381724725,-6.698085749,-3.353701578,-8.636591029,-0.47182292,-1.043718416,-0.466456079,-24,-13.45189401
-0.974308442,-0.670057311,-1.296690526,-1728.069831,-0.67362618,-0.681685332,-1.239600148,-6.768931202,-0.099142785,-0.235848263,-0.096409967,0.361758576,-6.595686377,-3.353701578,-8.636591029,-0.476734625,-1.04941286,-0.474414658,-23,-12.73554419
-0.976019199,-0.694819701,-1.33042987,-1661.205181,-0.680639588,-0.69179258,-1.250306947,-6.765891829,-0.076655098,-0.225499173,-0.172756013,0.371357182,-6.489082738,-3.353701578,-8.636591029,-0.49131786,-1.068165799,-0.50511821,-22,-12.0191898
-0.977556507,-0.67065123,-1.300610727,-1594.593546,-0.68786508,-0.702213241,-1.261342566,-6.762820442,-0.201188259,-0.2155,-0.214206231,0.265876206,-6.378374184,-3.353701578,-8.636591029,-0.483399536,-1.056959606,-0.477775949,-21,-11.30283083
-0.975813556,-0.657604872,-1.256055087,-1594.593546,-0.68786508,-0.702213241,-1.261342566,-6.762820442,-0.055484297,-0.2155,-0.214206231,0.391071429,-6.378374184,-3.353701578,-8.636591029,-0.497198594,-1.076256479,-0.530228522,-21,-11.30283083
-0.97783596,-0.692771966,-1.296429506,-1528.347125,-0.695312415,-0.71296208,-1.27272236,-6.759718212,-0.114048242,-0.205977088,-0.262361164,0.27465103,-6.263717723,-3.353701578,-8.636591029,-0.502681744,-1.081358206,-0.503220116,-20,-10.58646726
-0.975690443,-0.65743718,-1.266337256,-1528.347125,-0.695312415,-0.71296208,-1.27272236,-6.759718212,-0.14880181,-0.205977088,-0.262361164,0.329716866,-6.263717723,-3.353701578,-8.636591029,-0.496582533,-1.073743897,-0.4811901,-20,-10.58646726
-0.976784398,-0.667519562,-1.259549664,-1884.10894,-0.662624551,-0.670477721,-1.226307895,-6.769586801,-0.022123738,-0.284246918,-0.115632745,0.357253961,-6.876309999,-3.353701578,-8.636591029,-0.476986833,-1.050540005,-0.475495461,-24,-13.49888906
-0.977649353,-0.670377346,-1.259910534,-1817.902835,-0.669184438,-0.679991324,-1.236367752,-6.766670708,-0.036689489,-0.275002303,-0.146693483,0.337824934,-6.783219534,-3.353701578,-8.636591029,-0.47896507,-1.052706849,-0.478130503,-23,-12.78259676
-0.975813556,-0.657604872,-1.256055087,-1751.923737,-0.675934194,-0.68978724,-1.246723284,-6.763724746,-0.027451009,-0.266064076,-0.18274152,0.402219518,-6.686731821,-3.353701578,-8.636591029,-0.496981652,-1.07679982,-0.529380503,-22,-12.0663001
-0.975686882,-0.6570494,-1.254187986,-1686.272311,-0.682882177,-0.699878189,-1.257387699,-6.760749909,-0.086655974,-0.257538265,-0.224492169,0.3490775,-6.587001216,-3.353701578,-8.636591029,-0.502491252,-1.083230622,-0.534153745,-21,-11.34999907
-0.976649477,-0.656195527,-1.256078578,-1621.060407,-0.690037243,-0.710277668,-1.268375,-6.75774738,-0.167921605,-0.249549254,-0.272775611,0.302202031,-6.484241627,-3.353701578,-8.636591029,-0.506174481,-1.087405969,-0.537427059,-20,-10.63369366
-0.977877741,-0.682558731,-1.324980085,-1651.161635,-0.692147854,-0.718121046,-1.275211985,-6.752979402,-0.157953865,-0.285297959,-0.338545376,0.305585987,-6.604646541,-3.353701578,-8.636591029,-0.519348218,-1.103571562,-0.527596609,-19,-9.963930901
-0.977545423,-0.644788423,-1.248717249,-1685.096674,-0.694199492,-0.725752326,-1.28186155,-6.748496946,-0.177418175,-0.322801032,-0.411771779,0.281059301,-6.740386697,-3.353701578,-8.636591029,-0.53052161,-1.118636385,-0.556632144,-18,-9.293568782
-1.169692718,-0.861327309,-0.130229153,-2082.129906,-0.991966016,-1.320448814,-1.890415279,-4.955753675,0.387636429,-0.334005411,0.385652699,0.551307592,-9.821367481,-3.353701578,-8.636591029,-0.428635635,-1.005104111,-0.452159703,-19.75,-9.682019928
-1.169819242,-0.861813871,-0.130530831,-2301.064417,-0.964393341,-1.289381538,-1.855046889,-4.961758456,0.419891858,-0.394028087,0.387369172,0.565965898,-10.0046279,-3.353701578,-8.636591029,-0.421911623,-0.998130679,-0.439941013,-21.75,-11.16730285
-1.169692568,-0.861258389,-0.128629953,-2236.639987,-0.973962038,-1.302697345,-1.869221121,-4.95648289,0.394937537,-0.386713509,0.377543641,0.539910629,-9.984999942,-3.353701578,-8.636591029,-0.42838438,-1.005689249,-0.450658683,-20.75,-10.45064663
-1.170655163,-0.860404515,-0.130520535,-2172.343886,-0.983866663,-1.31649119,-1.8839,-4.951097191,0.348440237,-0.380055372,0.362998028,0.521424199,-9.964880209,-3.353701578,-8.636591029,-0.432559727,-1.010462491,-0.457089485,-19.75,-9.733984605
-1.169692568,-0.861258389,-0.128629941,-2390.743664,-0.957711847,-1.28668304,-1.85009817,-4.957143215,0.386502622,-0.434487864,0.368844061,0.52760958,-10.13026976,-3.353701578,-8.636591029,-0.42809117,-1.00632027,-0.449612833,-21.75,-11.21814703
-1.170655163,-0.860404515,-0.130520523,-2327.104322,-0.966854883,-1.299517278,-1.863724152,-4.952020921,0.345451806,-0.428748703,0.357259643,0.512882501,-10.11784488,-3.353701578,-8.636591029,-0.432266517,-1.011093513,-0.456043635,-20.75,-10.50156368
-1.170528639,-0.859917963,-0.130252619,-2263.693513,-0.976308193,-1.312796947,-1.877819104,-4.946796862,0.295404965,-0.423742158,0.340963654,0.477393408,-10.10577461,-3.353701578,-8.636591029,-0.437776117,-1.017524315,-0.460816878,-19.75,-9.78497483
-1.171382584,-0.858533405,-0.097758061,-2200.642332,-0.986087833,-1.32654559,-1.89240762,-4.941469372,0.381492827,-0.419667921,0.319065782,0.449391397,-10.0946896,-3.353701578,-8.636591029,-0.448948957,-1.031509655,-0.484909848,-18.75,-9.06838046
-1.171880015,-0.886446976,-0.187495946,-2200.642332,-0.986087833,-1.32654559,-1.89240762,-4.941469372,0.397505839,-0.419667921,0.319065782,0.553814065,-10.0946896,-3.353701578,-8.636591029,-0.45140132,-1.034931777,-0.498566211,-18.75,-9.06838046
-1.170655163,-0.860404515,-0.130520523,-2404.327346,-0.958965528,-1.291648469,-1.854369898,-4.952450517,0.343391175,-0.451410508,0.354032745,0.508115339,-10.18782774,-3.353701578,-8.636591029,-0.432150304,-1.011375138,-0.455598553,-21.25,-10.88494982
-1.170528496,-0.859864732,-0.127017457,-2341.209845,-0.968056078,-1.304467098,-1.867960412,-4.94735341,0.306926011,-0.446767407,0.339371567,0.475314307,-10.17917324,-3.353701578,-8.636591029,-0.437659904,-1.01780594,-0.460371796,-20.25,-10.16839876
-1.169819242,-0.861813871,-0.130530831,-2607.633747,-0.934755098,-1.260550506,-1.820452298,-4.962536181,0.396271512,-0.483402426,0.365725188,0.534015846,-10.2662746,-3.353701578,-8.636591029,-0.421443426,-0.999259158,-0.437591974,-23.75,-12.7010905
-1.169692568,-0.861258398,-0.128663728,-2544.494364,-0.942971134,-1.272162875,-1.832757036,-4.957743969,0.377609265,-0.477978951,0.359861774,0.51486351,-10.26005792,-3.353701578,-8.636591029,-0.426953026,-1.00568996,-0.442365216,-22.75,-11.98458651
-1.170655163,-0.860404525,-0.13055432,-2481.454729,-0.951448418,-1.284152701,-1.845458464,-4.952860559,0.341042137,-0.473047998,0.350633547,0.50311154,-10.25394516,-3.353701578,-8.636591029,-0.430636255,-1.009865307,-0.44563853,-21.75,-11.26807735
-1.170528489,-0.859849043,-0.128653429,-2418.618294,-0.960199607,-1.296538651,-1.858576049,-4.947884397,0.310272802,-0.46874826,0.337433099,0.472727054,-10.2483826,-3.353701578,-8.636591029,-0.437067057,-1.017469761,-0.45681137,-20.75,-10.55156301
-1.171880015,-0.886446976,-0.187495934,-2356.101549,-0.969238182,-1.30934064,-1.872130554,-4.94281401,0.39360353,-0.465243826,0.319542217,0.546382689,-10.24391978,-3.353701578,-8.636591029,-0.45110811,-1.035562798,-0.497520361,-19.75,-9.835043448
-1.171753491,-0.885960424,-0.18722803,-2294.03562,-0.978578529,-1.322579939,-1.88614414,-4.937648023,0.341793673,-0.462728865,0.296108909,0.50700878,-10.24123045,-3.353701578,-8.636591029,-0.45661771,-1.0419936,-0.502293604,-18.75,-9.118518655
-1.172618445,-0.888818208,-0.1875889,-2232.568065,-0.988236004,-1.336279291,-1.900640496,-4.932385189,0.339399068,-0.461433238,0.266118884,0.497022251,-10.24113791,-3.353701578,-8.636591029,-0.459001497,-1.044628642,-0.505566917,-17.75,-8.401988607
-1.171551109,-0.848995572,-0.121835476,-2232.568065,-0.988236004,-1.336279291,-1.900640496,-4.932385189,0.385931445,-0.461433238,0.266118884,0.547497718,-10.24113791,-3.353701578,-8.636591029,-0.455579701,-1.039829396,-0.468334313,-17.75,-8.401988607
-1.171880235,-0.886639385,-0.185037469,-2433.660954,-0.961414539,-1.30135528,-1.862718121,-4.943440664,0.380855187,-0.486514334,0.319008653,0.541993743,-10.31212268,-3.353701578,-8.636591029,-0.446101877,-1.029084687,-0.458552175,-20.25,-10.21799116
-1.171753568,-0.886099592,-0.181500617,-2371.821897,-0.970401648,-1.314139651,-1.876236111,-4.938398409,0.342464399,-0.48419052,0.297732911,0.505643072,-10.31226912,-3.353701578,-8.636591029,-0.452532679,-1.036689141,-0.469725014,-19.25,-9.501502348
-1.169565907,-0.860783217,-0.127900782,-2635.446606,-0.93743032,-1.270179012,-1.828844,-4.953627083,0.347589006,-0.513510256,0.343469345,0.480498146,-10.37577404,-3.353701578,-8.636591029,-0.431884573,-1.012107659,-0.451746844,-22.75,-12.03358535
-1.171589772,-0.86027647,-0.1567767,-2573.138417,-0.945565012,-1.281775278,-1.841099706,-4.948876422,0.334361672,-0.509840725,0.332752627,0.479348137,-10.37555813,-3.353701578,-8.636591029,-0.436905828,-1.018089558,-0.462783452,-21.75,-11.3171414
-1.171880235,-0.886639385,-0.185037469,-2511.116165,-0.953954445,-1.293742911,-1.853744624,-4.944039568,0.378306314,-0.506857515,0.318067445,0.537272486,-10.37651308,-3.353701578,-8.636591029,-0.445985664,-1.029366312,-0.457850878,-20.75,-10.60069252
-1.171753561,-0.886083903,-0.183136579,-2449.496516,-0.962610767,-1.3061,-1.866797566,-4.939115293,0.345799056,-0.504720829,0.298723399,0.503637145,-10.37922252,-3.353701578,-8.636591029,-0.452416466,-1.036970766,-0.469023717,-19.75,-9.884238695
-1.172715936,-0.885037631,-0.187519422,-2388.410101,-0.971546912,-1.318865826,-1.880278573,-4.93410247,0.3026768,-0.50361892,0.273905348,0.477634075,-10.38439174,-3.353701578,-8.636591029,-0.460083997,-1.046712289,-0.504718898,-18.75,-9.167779897
-1.171551109,-0.848995572,-0.121835464,-2388.410101,-0.971546912,-1.318865826,-1.880278573,-4.93410247,0.386154188,-0.50361892,0.273905348,0.542488444,-10.38439174,-3.353701578,-8.636591029,-0.455234639,-1.040510586,-0.466344635,-18.75,-9.167779897
-1.171424585,-0.84850901,-0.121533773,-2328.003168,-0.980776661,-1.33206096,-1.894209018,-4.929000094,0.328668689,-0.503773143,0.242647545,0.500149657,-10.39287129,-3.353701578,-8.636591029,-0.461665441,-1.048115039,-0.477517474,-17.75,-8.45131611
-1.173570101,-0.883845472,-0.152532595,-2328.003168,-0.980776661,-1.33206096,-1.894209018,-4.929000094,0.375347009,-0.503773143,0.242647545,0.444525176,-10.39287129,-3.353701578,-8.636591029,-0.467764652,-1.055729348,-0.49954749,-17.75,-8.45131611
-1.171880235,-0.886639385,-0.185037469,-2665.7386,-0.940028061,-1.279537317,-1.836997128,-4.945161177,0.372450811,-0.544986015,0.315211862,0.527099733,-10.49503386,-3.353701578,-8.636591029,-0.445797056,-1.029871652,-0.456679321,-21.75,-11.36538276
-1.17251854,-0.858596636,-0.116449397,-2665.7386,-0.940028061,-1.279537317,-1.836997128,-4.945161177,0.361877964,-0.544986015,0.315211862,0.456294484,-10.49503386,-3.353701578,-8.636591029,-0.43918481,-1.021100904,-0.45200272,-21.75,-11.36538276
-1.171547695,-0.848652751,-0.107808769,-2543.812385,-0.956385651,-1.303055453,-1.861787817,-4.935671826,0.396105215,-0.54231817,0.278494696,0.535371505,-10.51162142,-3.353701578,-8.636591029,-0.46206456,-1.051170962,-0.525707877,-19.75,-9.932604741
-1.171424435,-0.84844009,-0.119934573,-2483.695999,-0.964948812,-1.315380054,-1.874774168,-4.930804335,0.347254538,-0.542498314,0.252428246,0.499148586,-10.52413559,-3.353701578,-8.636591029,-0.461414186,-1.048700177,-0.476016455,-18.75,-9.216208651
-1.17238703,-0.847586217,-0.121825155,-2424.331881,-0.973784517,-1.32810619,-1.888179935,-4.925853856,0.288414362,-0.543961353,0.220043573,0.470760234,-10.54057339,-3.353701578,-8.636591029,-0.465589534,-1.053473419,-0.482447257,-17.75,-8.499807818
-1.173240975,-0.846201659,-0.08933043,-2365.881123,-0.98290598,-1.34125376,-1.902025736,-4.920819731,0.369756126,-0.546956237,0.180252015,0.435042174,-10.5619693,-3.353701578,-8.636591029,-0.476762373,-1.067458759,-0.506540227,-16.75,-7.783402221
-1.173611882,-0.873628677,-0.17879808,-2464.122939,-0.975954234,-1.337074302,-1.895845668,-4.91803827,0.330929775,-0.586342642,0.157654562,0.494174673,-10.71357799,-3.353701578,-8.636591029,-0.484431126,-1.077942704,-0.523923983,-16.75,-7.831159372
-1.171880015,-0.886446976,-0.187495934,-2820.013444,-0.92728593,-1.266545499,-1.821678454,-4.946191511,0.374634135,-0.580036085,0.31138628,0.51629538,-10.6015543,-3.353701578,-8.636591029,-0.450597755,-1.036987783,-0.495381842,-22.75,-12.12916442
-1.171753574,-0.886162137,-0.184414293,-2759.202316,-0.934807842,-1.277426895,-1.833128791,-4.941688943,0.341238661,-0.578593013,0.298018166,0.491133628,-10.6123166,-3.353701578,-8.636591029,-0.450425119,-1.035820661,-0.463344551,-21.75,-11.41284147
-1.17238363,-0.84732372,-0.109055197,-2579.829497,-0.958745339,-1.312102195,-1.869598568,-4.927728959,0.308675852,-0.579511841,0.231650663,0.47213012,-10.66045247,-3.353701578,-8.636591029,-0.469003156,-1.059688323,-0.531324949,-18.75,-9.263845751
-1.007989792,-0.728904495,0.101098434,-2254.552469,-0.936791993,-1.267066217,-1.825974698,-4.954838075,0.304890264,-0.543952237,0.358153412,0.542430336,-10.20159488,-2.954707099,-7.554296765,-0.302786869,-0.8199018,-0.361733656,-20.5,-10.2104131
